area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,cond_excellent,cond_good,cond_likenew,cylind6,agesq,agecu,odometersq
chicago,chicago city,2002 Toyota Camry LE Sedan,excellent,4 cylinders,fwd,gas,16.9435,grey,mid-size,automatic,sedan,0,3900,8.268731832117737,2002,16,2.8298842794529255,1,0,1,1,0,0,0,256,4096,287.08219225
chicago,chicago N,2005 Toyota Camry,excellent,4 cylinders,fwd,gas,14.8987,red,mid-size,automatic,sedan,1,5495,8.611593866837723,2005,13,2.7012739608229097,0,0,0,1,0,0,0,169,2197,221.97126169
chicago,chicago S,2003 Toyota Camry LE,Missing,Missing,fwd,gas,16.5533,silver,,automatic,sedan,1,2995,8.00469951054955,2003,15,2.8065854777167702,1,0,0,0,0,0,0,225,3375,274.01174089
chicago,chicago city,2003 Toyota Camry,Missing,4 cylinders,Missing,gas,14.081671428571426,,,automatic,Missing,0,2700,7.90100705199242,2003,15,2.6448740531000756,0,0,0,0,0,0,0,225,3375,198.29347022224482
chicago,chicago suburbs,1999 toyota camry,excellent,6 cylinders,Missing,gas,11.4,,,automatic,sedan,0,5249,8.5657928612523,1999,19,2.4336133554004498,0,0,0,1,0,0,1,361,6859,129.96
chicago,chicago city,2015 TOYOTA CAMRY,Missing,Missing,fwd,gas,2.5929,black,,automatic,sedan,1,12995,9.47231994707559,2015,3,0.9527769404445652,0,0,0,0,0,0,0,9,27,6.723130410000001
chicago,chicago city,2002 toyota camry solara,excellent,6 cylinders,Missing,gas,15.0,blue,compact,automatic,coupe,0,3000,8.006367567650246,2002,16,2.70805020110221,0,0,0,1,0,0,1,256,4096,225.0
chicago,chicago suburbs,2015 Toyota Camry,Missing,4 cylinders,fwd,gas,1.5955,silver,mid-size,automatic,sedan,1,16257,9.696278864234223,2015,3,0.4671871667361611,0,0,0,0,0,0,0,9,27,2.54562025
chicago,chicago city,2015 Toyota Camry,Missing,4 cylinders,fwd,gas,3.1078,silver,,automatic,sedan,1,15910,9.674703121331833,2015,3,1.1339150803704967,0,0,0,0,0,0,0,9,27,9.658420840000002
chicago,,2011 Toyota Camry,Missing,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9700,9.179881164491476,2011,7,1.8660626604205384,0,0,0,0,0,0,0,49,343,41.76778383999999
chicago,chicago city,2015 TOYOTA CAMRY,Missing,Missing,fwd,gas,7.1225,black,,automatic,sedan,1,11995,9.392245175273796,2015,3,1.9632587873899263,0,0,0,0,0,0,0,9,27,50.730006249999995
chicago,chicago city,2014 Toyota Camry,Missing,4 cylinders,fwd,gas,4.7536,silver,mid-size,automatic,sedan,1,14991,9.615205300012317,2014,4,1.558902225726206,0,0,0,0,0,0,0,16,64,22.596712959999998
chicago,chicago suburbs,2015 Toyota Camry,Missing,4 cylinders,fwd,gas,1.6867,grey,mid-size,automatic,sedan,1,15966,9.678216740205745,2015,3,0.5227739572818318,0,0,0,0,0,0,0,9,27,2.84495689
chicago,chicago suburbs,2007 Toyota Camry se,excellent,4 cylinders,fwd,gas,13.1,silver,mid-size,automatic,sedan,0,6700,8.809862805379057,2007,11,2.5726122302071057,0,0,1,1,0,0,0,121,1331,171.60999999999999
chicago,chicago city,1999 toyota camry,excellent,4 cylinders,Missing,gas,25.3,,full-size,automatic,Missing,0,1200,7.090076835776092,1999,19,3.2308043957334744,0,0,0,1,0,0,0,361,6859,640.09
chicago,chicago city,2007 Toyota Camry,good,4 cylinders,Missing,gas,11.626930303030305,,,automatic,Missing,0,6500,8.779557455883728,2007,11,2.4533239852615467,0,0,0,0,1,0,0,121,1331,135.18550827152438
chicago,chicago W,2014 toyota camry,like new,4 cylinders,fwd,gas,2.4691,grey,full-size,automatic,sedan,0,16489,9.710448770900967,2014,4,0.903853711770472,0,0,0,0,0,1,0,16,64,6.09645481
chicago,chicago city,2013 Toyota Camry,good,4 cylinders,Missing,gas,5.0608,red,,automatic,Missing,0,14000,9.546812608597396,2013,5,1.6215245735692474,0,0,0,0,1,0,0,25,125,25.611696640000005
chicago,chicago W,2002 toyota camry le 4dr sedan,good,6 cylinders,fwd,gas,15.9282,red,,automatic,sedan,0,4000,8.294049640102028,2002,16,2.768091123187332,1,0,1,0,1,0,1,256,4096,253.70755524
chicago,chicago W,2000 toyota camry le,good,4 cylinders,fwd,gas,18.3973,,,automatic,sedan,0,1695,7.43543801981455,2000,18,2.912203914717266,1,0,0,0,1,0,0,324,5832,338.46064729000005
chicago,chicago suburbs,2014 Toyota Camry,excellent,6 cylinders,fwd,gas,4.902,silver,,automatic,sedan,1,14487,9.581006974541651,2014,4,1.5896432851059208,0,0,0,1,0,0,1,16,64,24.029604000000003
chicago,chicago city,1998 toyota camry,Missing,4 cylinders,fwd,gas,16.824258333333333,white,,automatic,Missing,0,2100,7.649692623711514,1998,20,2.8228217933308546,0,0,0,0,0,0,0,400,8000,283.0556684667361
chicago,chicago suburbs,2012 Toyota Camry,Missing,4 cylinders,fwd,gas,5.7619,custom,mid-size,automatic,sedan,1,14388,9.574149804815514,2012,6,1.7512672814266956,0,0,0,0,0,0,0,36,216,33.199491609999995
chicago,chicago city,2017 TOYOTA CAMRY,Missing,Missing,fwd,gas,2.9439,black,,automatic,sedan,1,16499,9.711055051991444,2017,1,1.0797352328984209,0,0,0,0,0,0,0,1,1,8.666547210000001
chicago,chicago suburbs,2006 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,10.0,white,mid-size,automatic,sedan,1,6300,8.748304912379623,2006,12,2.302585092994046,0,0,0,1,0,0,0,144,1728,100.0
chicago,chicago suburbs,2014 Toyota Camry SE,good,4 cylinders,fwd,gas,4.3,grey,,automatic,sedan,0,11700,9.367344120785848,2014,4,1.4586150226995167,0,0,1,0,1,0,0,16,64,18.49
chicago,chicago N,2012 Toyota Camry,Missing,4 cylinders,fwd,gas,5.7619,custom,mid-size,automatic,sedan,1,14388,9.574149804815514,2012,6,1.7512672814266956,0,0,0,0,0,0,0,36,216,33.199491609999995
chicago,chicago city,2001 Toyota Camry,Missing,Missing,Missing,gas,16.201468750000004,,,automatic,Missing,0,1600,7.377758908227872,2001,17,2.7851019017088916,0,0,0,0,0,0,0,289,4913,262.4875896572267
chicago,chicago city,2015 TOYOTA CAMRY,Missing,Missing,fwd,gas,6.0499,,,automatic,sedan,1,12322,9.419141561574516,2015,3,1.800041742980526,0,0,0,0,0,0,0,9,27,36.60129001
chicago,chicago city,2002 Toyota Camry,Missing,4 cylinders,Missing,gas,16.84,,,automatic,Missing,0,3000,8.006367567650246,2002,16,2.823757008814181,0,0,0,0,0,0,0,256,4096,283.5856
chicago,chicago suburbs,2009 Toyota Camry,Missing,4 cylinders,Missing,gas,13.04,red,,automatic,sedan,1,7499,8.92252495730139,2009,9,2.5680215564985067,0,0,0,0,0,0,0,81,729,170.0416
chicago,chicago suburbs,2005 toyota camry le,like new,4 cylinders,fwd,gas,6.4339,grey,mid-size,automatic,sedan,0,8800,9.0825070004663,2005,13,1.8615808862652137,1,0,0,0,0,1,0,169,2197,41.39506921
chicago,chicago N,2005 Toyota Camry V6,excellent,6 cylinders,fwd,gas,20.12,silver,mid-size,automatic,sedan,1,2500,7.824046010856292,2005,13,3.0017143452315387,0,0,0,1,0,0,1,169,2197,404.81440000000003
chicago,chicago suburbs,2007 Toyota Camry,Missing,4 cylinders,fwd,gas,17.9758,silver,,automatic,sedan,1,4800,8.476371196895983,2007,11,2.889026408875429,0,0,0,0,0,0,0,121,1331,323.12938564
chicago,chicago suburbs,2011 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,10.0,grey,mid-size,automatic,sedan,1,8995,9.104424146384634,2011,7,2.302585092994046,0,0,0,1,0,0,0,49,343,100.0
chicago,chicago W,2015 Toyota Camry,Missing,4 cylinders,fwd,gas,5.5396,black,,automatic,sedan,1,14990,9.615138591096644,2015,3,1.7119222959864255,0,0,0,0,0,0,0,9,27,30.687168160000002
chicago,chicago suburbs,2006 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,8.4304,silver,full-size,automatic,sedan,1,12500,9.433483923290392,2006,12,2.1318442204728845,0,0,1,0,1,0,0,144,1728,71.07164416
chicago,chicago city,2001 toyota camry le,Missing,Missing,Missing,gas,16.201468750000004,,,automatic,Missing,0,1600,7.377758908227872,2001,17,2.7851019017088916,1,0,0,0,0,0,0,289,4913,262.4875896572267
chicago,chicago city,2004 toyota camry solara,Missing,Missing,Missing,gas,15.408045833333334,,,automatic,Missing,0,2500,7.824046010856292,2004,14,2.7348898296965514,0,0,0,0,0,0,0,196,2744,237.40787640210073
chicago,chicago city,2011 toyota camry le,Missing,Missing,fwd,gas,6.0154,,,automatic,Missing,0,10695,9.277531621516506,2011,7,1.7943228476312152,1,0,0,0,0,0,0,49,343,36.18503715999999
chicago,chicago suburbs,2006 TOYOTA CAMRY LE,Missing,4 cylinders,Missing,gas,14.155,red,,automatic,sedan,1,3999,8.293799608846818,2006,12,2.6500679185638627,1,0,0,0,0,0,0,144,1728,200.36402499999997
chicago,chicago N,2005 toyota camry le,Missing,Missing,Missing,gas,9.5,,,automatic,Missing,0,4500,8.411832675758411,2005,13,2.2512917986064953,1,0,0,0,0,0,0,169,2197,90.25
chicago,chicago S,2009 Toyota Camry,Missing,Missing,fwd,gas,14.5777,silver,,automatic,sedan,1,4995,8.516192691082654,2009,9,2.6794929637936824,0,0,0,0,0,0,0,81,729,212.50933729
chicago,chicago suburbs,2011 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,9.9999,grey,mid-size,automatic,sedan,1,8995,9.104424146384634,2011,7,2.3025750929440454,0,0,0,1,0,0,0,49,343,99.99800001
chicago,chicago city,2013 TOYOTA CAMRY,Missing,Missing,fwd,gas,6.7513,black,,automatic,sedan,1,11988,9.391661428436556,2013,5,1.9097350789334584,0,0,0,0,0,0,0,25,125,45.58005169
chicago,chicago city,1999 toyota camry le,good,4 cylinders,fwd,gas,16.43,,,automatic,sedan,0,1650,7.408530566894626,1999,19,2.799108932049177,1,0,0,0,1,0,0,361,6859,269.9449
chicago,chicago W,2002 toyota camry,good,6 cylinders,fwd,gas,12.8,brown,full-size,automatic,sedan,0,3590,8.185907481482324,2002,16,2.549445170925571,0,0,0,0,1,0,1,256,4096,163.84000000000003
chicago,chicago suburbs,2006 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,3.8,grey,mid-size,automatic,sedan,1,8980,9.102755161296246,2006,12,1.33500106673234,0,0,0,1,0,0,0,144,1728,14.44
chicago,chicago city,2002 toyota camry le,like new,6 cylinders,fwd,gas,14.1,black,mid-size,automatic,sedan,1,3990,8.29154650988391,2002,16,2.6461747973841225,1,0,0,0,0,1,1,256,4096,198.81
chicago,chicago city,2012 TOYOTA CAMRY,Missing,Missing,fwd,gas,7.7938,blue,,automatic,sedan,1,10988,9.304559047215164,2012,6,2.0533285458225836,0,0,0,0,0,0,0,36,216,60.74331844
chicago,,2014 Toyota Camry,Missing,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,11900,9.38429367909962,2014,4,1.9079560619638796,0,0,0,0,0,0,0,16,64,45.41816449
chicago,chicago city,1997 toyota camry xle,Missing,4 cylinders,fwd,gas,24.0,blue,,automatic,Missing,0,1000,6.907755278982137,1997,21,3.1780538303479458,0,1,0,0,0,0,0,441,9261,576.0
chicago,chicago S,2012 toyota camry se,like new,4 cylinders,Missing,gas,11.3,black,,automatic,Missing,0,11500,9.35010231435134,2012,6,2.424802725718295,0,0,1,0,0,1,0,36,216,127.69000000000001
chicago,chicago N,1998 toyota camry,good,4 cylinders,fwd,gas,22.0,,mid-size,automatic,Missing,0,800,6.684611727667927,1998,20,3.091042453358316,0,0,0,0,1,0,0,400,8000,484.0
chicago,indiana NW,1997 Toyota Camry XLE,good,6 cylinders,Missing,gas,21.9,white,,automatic,sedan,0,1100,7.003065458786462,1997,21,3.086486636822455,0,1,0,0,1,0,1,441,9261,479.60999999999996
chicago,,2011 Toyota Camry,Missing,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9977,9.208037722913508,2011,7,1.8660626604205384,0,0,0,0,0,0,0,49,343,41.76778383999999
chicago,chicago city,2013 TOYOTA CAMRY,Missing,Missing,fwd,gas,7.2006,,,automatic,sedan,1,10883,9.294957217696062,2013,5,1.9741643558833135,0,0,0,0,0,0,0,25,125,51.84864036
chicago,chicago city,2007 TOYOTA CAMRY V6 XLE,like new,6 cylinders,fwd,gas,5.0,silver,,automatic,sedan,0,9300,9.137769679141348,2007,11,1.6094379124341005,0,1,0,0,0,1,1,121,1331,25.0
chicago,chicago city,2002 Toyota Camry LE 4dr,Missing,Missing,Missing,gas,14.326720833333336,,,automatic,Missing,0,2595,7.861341795599989,2002,16,2.6621263833674,1,0,0,0,0,0,0,256,4096,205.25492983626745
chicago,chicago S,2014 toyota camry xle,excellent,4 cylinders,fwd,gas,2.389,silver,mid-size,automatic,sedan,0,14900,9.60911649193355,2014,4,0.8708748683436724,0,1,0,1,0,0,0,16,64,5.707320999999999
chicago,chicago S,2003 TOYOTA CAMRY,Missing,6 cylinders,Missing,gas,14.6651,white,,automatic,coupe,1,3999,8.293799608846818,2003,15,2.685470521362865,0,0,0,0,0,0,1,225,3375,215.06515801000003
chicago,chicago N,2014 Toyota Camry,Missing,4 cylinders,fwd,gas,4.7536,silver,mid-size,automatic,sedan,1,14991,9.615205300012317,2014,4,1.558902225726206,0,0,0,0,0,0,0,16,64,22.596712959999998
chicago,chicago city,2007 toyota camry,Missing,4 cylinders,Missing,gas,11.626930303030305,,,automatic,sedan,0,5500,8.612503371220562,2007,11,2.4533239852615467,0,0,0,0,0,0,0,121,1331,135.18550827152438
chicago,chicago W,2005 toyota camry,good,6 cylinders,fwd,gas,18.65,grey,mid-size,automatic,Missing,0,2300,7.7406644019172415,2005,13,2.9258461460898246,0,0,0,0,1,0,1,169,2197,347.82249999999993
chicago,,2011 Toyota Camry,Missing,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9900,9.20029003612268,2011,7,1.8660626604205384,0,0,0,0,0,0,0,49,343,41.76778383999999
chicago,chicago city,1991 toyota camry,good,4 cylinders,fwd,gas,14.0,,,automatic,Missing,0,650,6.476972362889683,1991,27,2.6390573296152584,0,0,0,0,1,0,0,729,19683,196.0
chicago,chicago city,2006 toyota camry,good,4 cylinders,Missing,gas,15.0,black,full-size,automatic,sedan,0,4000,8.294049640102028,2006,12,2.70805020110221,0,0,0,0,1,0,0,144,1728,225.0
chicago,chicago S,1998 toyota camry le,Missing,4 cylinders,Missing,gas,14.5,black,mid-size,automatic,sedan,0,550,6.309918278226516,1998,20,2.6741486494265287,1,0,0,0,0,0,0,400,8000,210.25
chicago,chicago city,2000 toyota camry,excellent,4 cylinders,Missing,gas,16.833457142857146,green,,automatic,Missing,0,2799,7.937017489515454,2000,18,2.823368402607373,0,0,0,1,0,0,0,324,5832,283.36527938040825
chicago,chicago S,2011 toyota camry le,good,Missing,Missing,gas,14.2,,,automatic,Missing,0,6999,8.85352256068954,2011,7,2.653241964607215,1,0,0,0,1,0,0,49,343,201.64
chicago,chicago suburbs,2001 toyota camry,like new,Missing,Missing,gas,16.201468750000004,,,automatic,Missing,0,3400,8.131530710604252,2001,17,2.7851019017088916,0,0,0,0,0,1,0,289,4913,262.4875896572267
chicago,chicago city,1999 toyota camry le,excellent,4 cylinders,fwd,gas,13.3,silver,mid-size,automatic,sedan,1,1790,7.489970898834801,1999,19,2.5877640352277083,1,0,0,1,0,0,0,361,6859,176.89000000000001
chicago,chicago city,2005 toyota camry xle,Missing,Missing,Missing,gas,14.384252000000002,,,automatic,Missing,0,2200,7.696212639346407,2005,13,2.666133997041874,0,1,0,0,0,0,0,169,2197,206.90670559950405
chicago,chicago W,2002 Toyota Camry Solara,Missing,Missing,Missing,gas,14.326720833333336,,,automatic,Missing,0,4695,8.454253391642363,2002,16,2.6621263833674,0,0,0,0,0,0,0,256,4096,205.25492983626745
chicago,chicago S,2008 toyota camry,Missing,Missing,Missing,gas,12.548111764705885,,,automatic,Missing,0,8900,9.093806555720231,2008,10,2.5295701972624567,0,0,0,0,0,0,0,100,1000,157.45510885955022
chicago,chicago city,2004 toyota camry xle,Missing,Missing,Missing,gas,15.408045833333334,,,automatic,Missing,0,3599,8.188411308079031,2004,14,2.7348898296965514,0,1,0,0,0,0,0,196,2744,237.40787640210073
chicago,chicago suburbs,2014 Toyota Camry,good,4 cylinders,fwd,gas,3.154,black,,automatic,sedan,0,11800,9.375854810453756,2014,4,1.1486714885408469,0,0,0,0,1,0,0,16,64,9.947716
chicago,chicago S,2008 TOYOTA CAMRY SOLARA,Missing,4 cylinders,Missing,gas,12.9926,,,automatic,convertible,1,5999,8.699348067653093,2008,10,2.564379964618964,0,0,0,0,0,0,0,100,1000,168.80765476
chicago,chicago suburbs,1994 toyota camry,good,4 cylinders,fwd,gas,17.99,white,full-size,automatic,sedan,0,850,6.745236349484363,1994,24,2.8898160479624417,0,0,0,0,1,0,0,576,13824,323.64009999999996
chicago,chicago suburbs,1998 toyota camry le,good,4 cylinders,fwd,gas,16.824258333333333,grey,full-size,automatic,sedan,0,1450,7.27931883541462,1998,20,2.8228217933308546,1,0,0,0,1,0,0,400,8000,283.0556684667361
chicago,chicago suburbs,2015 Toyota Camry LE,Missing,Missing,fwd,gas,9.0147,black,,automatic,sedan,1,14995,9.61547209118311,2015,3,2.198856578231344,1,0,0,0,0,0,0,9,27,81.26481609
chicago,chicago W,2009 toyota camry le,like new,4 cylinders,fwd,gas,13.2572,silver,full-size,automatic,sedan,1,6300,8.748304912379623,2009,9,2.5845408010723796,1,0,0,0,0,1,0,81,729,175.75335183999997
chicago,chicago city,2009 TOYOTA CAMRY LE,good,4 cylinders,fwd,gas,16.4503625,black,mid-size,automatic,Missing,1,5995,8.698681067461614,2009,9,2.8003475134427456,1,0,0,0,1,0,0,81,729,270.61442638140625
chicago,chicago suburbs,2005 Toyota Camry,excellent,4 cylinders,fwd,gas,8.5069,,mid-size,automatic,sedan,1,6277,8.744647438317532,2005,13,2.140877598899383,0,0,0,1,0,0,0,169,2197,72.36734761
chicago,chicago W,2011 toyota camry xle,excellent,6 cylinders,fwd,gas,9.0653,green,full-size,automatic,sedan,1,8300,9.02401079378469,2011,7,2.2044539379780184,0,1,0,1,0,0,1,49,343,82.17966409000002
chicago,chicago suburbs,2005 TOYOTA CAMRY SOLARA,Missing,8 cylinders,Missing,gas,13.65,red,,automatic,coupe,1,4499,8.411610428841172,2005,13,2.613739521630969,0,0,0,0,0,0,0,169,2197,186.32250000000002
chicago,chicago city,2011 toyota camry le,excellent,4 cylinders,fwd,gas,14.0,black,compact,automatic,sedan,0,6500,8.779557455883728,2011,7,2.6390573296152584,1,0,0,1,0,0,0,49,343,196.0
chicago,chicago city,2003 Toyota Camry,Missing,Missing,Missing,gas,10.5,,,automatic,Missing,0,2950,7.989560449333865,2003,15,2.3513752571634776,0,0,0,0,0,0,0,225,3375,110.25
chicago,chicago city,2010 toyota camry se,Missing,Missing,Missing,gas,14.663999999999998,,,automatic,Missing,0,12000,9.392661928770137,2010,8,2.6853955105374037,0,0,1,0,0,0,0,64,512,215.03289599999994
chicago,chicago city,2002 toyota camry le,Missing,4 cylinders,fwd,gas,14.326720833333336,silver,full-size,automatic,sedan,0,1800,7.495541943884256,2002,16,2.6621263833674,1,0,0,0,0,0,0,256,4096,205.25492983626745
chicago,chicago city,2003 toyota camry,good,4 cylinders,fwd,gas,18.9,,,automatic,sedan,0,2098,7.648739788956243,2003,15,2.9391619220655967,0,0,0,0,1,0,0,225,3375,357.2099999999999
chicago,chicago city,2014 Toyota Camry,Missing,Missing,Missing,gas,4.791686363636363,,,automatic,Missing,0,12800,9.457200449907708,2014,4,1.5668824086787922,0,0,0,0,0,0,0,16,64,22.960258207458672
chicago,chicago city,2007 Toyota Camry Solara Sport,Missing,Missing,Missing,gas,11.626930303030305,,,automatic,Missing,0,4500,8.411832675758411,2007,11,2.4533239852615467,0,0,0,0,0,0,0,121,1331,135.18550827152438
chicago,chicago city,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,6.2999,black,mid-size,automatic,sedan,1,8942,9.098514556793926,2007,11,1.8405337602556364,0,0,0,1,0,0,0,121,1331,39.688740010000004
chicago,chicago suburbs,1994 toyota camry,good,4 cylinders,fwd,gas,17.99,white,full-size,automatic,sedan,0,700,6.551080335043404,1994,24,2.8898160479624417,0,0,0,0,1,0,0,576,13824,323.64009999999996
chicago,chicago city,2011 toyota camry,like new,4 cylinders,fwd,gas,12.5,white,compact,automatic,sedan,0,6500,8.779557455883728,2011,7,2.5257286443082556,0,0,0,0,0,1,0,49,343,156.25
chicago,chicago city,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,6.2999,black,mid-size,automatic,sedan,1,8888,9.092457331319466,2007,11,1.8405337602556364,0,0,0,1,0,0,0,121,1331,39.688740010000004
chicago,chicago W,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,11.5515,silver,mid-size,automatic,sedan,1,6350,8.756210091886738,2007,11,2.446815298665278,0,0,0,1,0,0,0,121,1331,133.43715225000003
chicago,chicago city,2004 toyota camry,good,4 cylinders,Missing,gas,15.408045833333334,white,,automatic,Missing,0,3700,8.216088098632316,2004,14,2.7348898296965514,0,0,0,0,1,0,0,196,2744,237.40787640210073
chicago,chicago city,2003 toyota camry,excellent,4 cylinders,fwd,gas,14.3,silver,,automatic,Missing,0,2600,7.863266724009573,2003,15,2.6602595372658615,0,0,0,1,0,0,0,225,3375,204.49
chicago,chicago city,2005 toyota camry,excellent,6 cylinders,Missing,gas,15.74,silver,,automatic,Missing,0,4300,8.366370301681654,2005,13,2.756205242989257,0,0,0,1,0,0,1,169,2197,247.7476
chicago,chicago city,2016 TOYOTA CAMRY,Missing,Missing,fwd,gas,4.095,black,,automatic,sedan,1,14995,9.61547209118311,2016,2,1.4097667173050328,0,0,0,0,0,0,0,4,8,16.769025
chicago,chicago city,2013 toyota camry,excellent,Missing,Missing,gas,3.8,silver,,automatic,Missing,0,14000,9.546812608597396,2013,5,1.33500106673234,0,0,0,1,0,0,0,25,125,14.44
chicago,chicago city,2012 TOYOTA CAMRY,Missing,Missing,fwd,gas,10.8722,silver,,automatic,sedan,1,9999,9.21024036697585,2012,6,2.3862090725589633,0,0,0,0,0,0,0,36,216,118.20473283999999
chicago,chicago S,2004 TOYOTA CAMRY  SOLARA,Missing,6 cylinders,Missing,gas,7.8,white,,automatic,sedan,1,4999,8.51699317141357,2004,14,2.0541237336955462,0,0,0,0,0,0,1,196,2744,60.839999999999996
chicago,,2011 Toyota Camry,Missing,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9995,9.2098402469345,2011,7,1.8660626604205384,0,0,0,0,0,0,0,49,343,41.76778383999999
chicago,chicago suburbs,2000 toyota camry,good,4 cylinders,fwd,gas,15.0,silver,full-size,automatic,sedan,0,3200,8.070906088787819,2000,18,2.70805020110221,0,0,0,0,1,0,0,324,5832,225.0
chicago,,2014 Toyota Camry,Missing,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,12488,9.432523462195268,2014,4,1.9079560619638796,0,0,0,0,0,0,0,16,64,45.41816449
chicago,chicago city,2011 Toyota Camry,Missing,Missing,fwd,gas,6.4655,black,,automatic,Missing,1,10995,9.305195902988862,2011,7,1.8664803487537691,0,0,0,0,0,0,0,49,343,41.80269025
chicago,chicago W,2006 toyota camry solara,good,4 cylinders,fwd,gas,14.1,silver,mid-size,automatic,coupe,0,4900,8.496990484098719,2006,12,2.6461747973841225,0,0,0,0,1,0,0,144,1728,198.81
chicago,chicago W,2011 Toyota Camry,excellent,4 cylinders,fwd,gas,5.3763,black,mid-size,automatic,sedan,1,10000,9.210340371976184,2011,7,1.6820004052353157,0,0,0,1,0,0,0,49,343,28.904601689999996
chicago,chicago suburbs,2000 TOYOTA CAMRY SOLARA,Missing,6 cylinders,Missing,gas,11.03,silver,,automatic,coupe,1,3799,8.242493153187626,2000,18,2.400618833265411,0,0,0,0,0,0,1,324,5832,121.66089999999998
chicago,chicago S,2002 TOYOTA CAMRY LE,good,4 cylinders,fwd,gas,15.5987,silver,full-size,automatic,sedan,0,3980,8.289037098278483,2002,16,2.747187577449743,1,0,0,0,1,0,0,256,4096,243.31944168999996
chicago,chicago city,2017 TOYOTA CAMRY,Missing,Missing,fwd,gas,5.4911,silver,,automatic,sedan,1,15995,9.680031452383618,2017,1,1.703128599749919,0,0,0,0,0,0,0,1,1,30.152179210000003
chicago,chicago city,1999 toyota camry,Missing,Missing,Missing,gas,17.01991875,,,automatic,Missing,0,780,6.659293919683638,1999,19,2.8343843493382987,0,0,0,0,0,0,0,361,6859,289.6776342566015
chicago,chicago S,2001 toyota camry solara,Missing,Missing,Missing,gas,20.8,white,mid-size,automatic,coupe,0,2100,7.649692623711514,2001,17,3.0349529867072724,0,0,0,0,0,0,0,289,4913,432.64000000000004
chicago,chicago suburbs,2014 Toyota Camry,excellent,4 cylinders,fwd,gas,3.3551,blue,,automatic,sedan,1,12750,9.453286550586572,2014,4,1.210481576238762,0,0,0,1,0,0,0,16,64,11.25669601
chicago,,2011 Toyota Camry,Missing,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9899,9.200189020919808,2011,7,1.8660626604205384,0,0,0,0,0,0,0,49,343,41.76778383999999
chicago,,2014 Toyota Camry,Missing,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,12333,9.420033875565988,2014,4,1.9079560619638796,0,0,0,0,0,0,0,16,64,45.41816449
chicago,chicago city,2007 toyota camry,Missing,4 cylinders,Missing,gas,11.626930303030305,,,automatic,Missing,0,4300,8.366370301681654,2007,11,2.4533239852615467,0,0,0,0,0,0,0,121,1331,135.18550827152438
chicago,chicago city,2000 toyota camry,good,6 cylinders,Missing,gas,16.833457142857146,,,automatic,Missing,0,1899,7.549082710812286,2000,18,2.823368402607373,0,0,0,0,1,0,1,324,5832,283.36527938040825
chicago,chicago S,1998 TOYOTA CAMRY LE,Missing,4 cylinders,Missing,gas,7.2075,grey,,automatic,sedan,1,3299,8.101374671228582,1998,20,1.97512215053042,1,0,0,0,0,0,0,400,8000,51.94805624999999
chicago,chicago city,2000 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,15.0,silver,full-size,automatic,sedan,0,3200,8.070906088787819,2000,18,2.70805020110221,1,0,1,0,1,0,0,324,5832,225.0
chicago,chicago S,2001 TOYOTA CAMRY,Missing,6 cylinders,Missing,gas,8.0629,grey,,automatic,sedan,1,3499,8.160232492367689,2001,17,2.087273293294337,0,0,0,0,0,0,1,289,4913,65.01035641000001
chicago,chicago city,2003 toyota camry solara convertible,excellent,4 cylinders,fwd,gas,14.6,white,,automatic,convertible,0,3500,8.160518247477505,2003,15,2.681021528714291,0,0,0,1,0,0,0,225,3375,213.16
chicago,chicago suburbs,1999 toyota camry le,good,4 cylinders,fwd,gas,17.01991875,white,,automatic,Missing,0,2000,7.600902459542082,1999,19,2.8343843493382987,1,0,0,0,1,0,0,361,6859,289.6776342566015
chicago,chicago suburbs,2001 TOYOTA CAMRY,excellent,4 cylinders,fwd,gas,18.0,grey,full-size,automatic,sedan,0,2400,7.783224016336037,2001,17,2.8903717578961645,0,0,0,1,0,0,0,289,4913,324.0
chicago,chicago city,1999 Toyota camry,Missing,Missing,Missing,gas,17.01991875,,,automatic,Missing,0,1600,7.377758908227872,1999,19,2.8343843493382987,0,0,0,0,0,0,0,361,6859,289.6776342566015
chicago,chicago suburbs,1998 toyota camry,good,4 cylinders,fwd,gas,19.8,red,compact,automatic,Missing,0,800,6.684611727667927,1998,20,2.9856819377004897,0,0,0,0,1,0,0,400,8000,392.04
