personid,treatment,ordertaker,type,quitjob,age,costofcommute,children,male,married,perform10,perform11,prior_experience,tenure,basewage,bonus,grosswage,ageyoungestchild,rental,bedroom,second_technical,high_school,tertiary_technical,university,internet,phonecalls0,phonecalls1
38022,1,FALSE,3,1,18,0,0,0,0,-0.06589323282241821,-0.6755132675170898,0,11,1222.22216796875,652.33331298828125,1992.8433837890625,0,0,1,1,0,0,0,1,0,0
38028,1,FALSE,3,0,21,2,0,1,0,1.2408034801483154,1.5901850461959839,0,11,1450,2253.22216796875,4081.461181640625,0,0,1,0,0,1,0,1,0,0
38036,0,FALSE,4,1,18,10,0,1,0,-0.7972139120101929,-1.5239298343658447,0,11,1222.22216796875,527,1927.6143798828125,0,0,1,1,0,0,0,1,0,0
38038,1,TRUE,1,0,35,0,1,1,1,-0.06268668919801712,-0.327547550201416,180,11,1450,1468.77783203125,3750.578857421875,10,0,1,0,0,1,0,1,22.629,14.11
38040,1,FALSE,3,0,22,8,0,0,1,0.15841934084892273,0.08625413477420807,30,11,1450,613.22222900390625,2419.506591796875,0,0,1,1,0,0,0,1,0,0
38042,1,FALSE,4,0,20,10,0,0,0,-0.4900640547275543,-0.9351016879081726,0,11,1222.22216796875,653.5555419921875,2156.597900390625,0,0,1,1,0,0,0,1,0,0
38046,0,FALSE,4,0,21,10,0,0,0,-0.379412978887558,-0.6886626482009888,3,11,1450,752.111083984375,2523.260986328125,0,0,1,1,0,0,0,1,0,0
38052,1,FALSE,3,1,18,10,0,0,0,0.0575653500854969,-0.1699974685907364,0,11,1222.22216796875,559.66668701171875,2071.159912109375,0,0,1,1,0,0,0,1,0,0
38070,1,FALSE,4,0,18,10,0,0,0,-0.1790713518857956,-0.8548626899719238,0,11,1222.22216796875,615.33331298828125,2128.283447265625,0,0,1,1,0,0,0,1,0,0
38074,0,FALSE,3,1,27,12,1,0,1,0.2080744504928589,-0.5241298079490662,60,11,1450,717.111083984375,2350.942138671875,3,0,1,1,0,0,0,1,0,0
38290,1,TRUE,1,0,21,6,0,0,0,-0.08763604611158371,0.3192651867866516,0,11,1450,642.77777099609375,2294.066650390625,0,1,1,0,0,1,0,1,20.067,15.001
38552,0,TRUE,1,1,23,4,0,1,0,-0.4631035029888153,-1.0232301950454712,30,10,1627.77783203125,1213.77783203125,3576.53662109375,0,0,1,1,0,0,0,1,20.574,5.7459999999999996
38566,1,TRUE,1,0,22,30,0,0,1,0.22880224883556366,0.6275450587272644,33,10,1450,873.888916015625,2617.905517578125,0,0,1,0,0,1,0,1,21.409,20.271
38580,1,TRUE,1,0,22,4,0,0,0,0.8202182650566101,0.8525897264480591,2,10,1450,1402.5555419921875,3173.704345703125,0,0,1,0,0,1,0,1,26.009,20.434
38712,1,TRUE,1,0,22,4,0,0,0,0.10436351597309113,0.33910608291625977,0,10,1450,743,2408.632080078125,0,1,1,1,0,0,0,1,20.734,15.432
38842,0,TRUE,1,1,19,10,0,1,0,-0.2144206166267395,-2.0569021701812744,0,10,1222.22216796875,651.77777099609375,2019.5177001953125,0,0,1,0,1,0,0,1,20.214,0.097
38862,0,TRUE,1,1,19,0,0,0,0,-0.2576768696308136,-0.5434930324554443,0,10,1222.22216796875,623,2009.252197265625,0,1,1,1,0,0,0,1,19.784,12.453
38878,1,TRUE,1,0,25,12,0,0,0,0.6349496245384216,0.8149601817131042,12,10,1450,1004.7777709960938,2752.169921875,0,0,1,0,0,1,0,1,24.059,18.615000000000002
38898,1,TRUE,1,0,22,0,0,0,0,0.12111639976501465,0.37097683548927307,0,10,1450,725.77777099609375,2329.441162109375,0,0,1,0,0,1,0,1,19.862,16.653
39096,1,TRUE,1,1,25,12,0,1,0,0.2333449125289917,0.006385707296431065,48,10,1450,677.33331298828125,2457.595458984375,0,0,1,1,0,0,0,1,24.017,17.161
39144,0,TRUE,1,0,18,4,0,0,0,0.2061443328857422,0.10961834341287613,0,10,1222.22216796875,846.66668701171875,2307.77099609375,0,0,1,1,0,0,0,1,22.42,15.505
39164,0,TRUE,1,0,19,8,0,1,0,-0.21772946417331696,-0.04619782790541649,0,10,1155.5555419921875,645.33331298828125,1957.4366455078125,0,0,1,1,0,0,0,1,19.901,15.423
39458,0,TRUE,1,0,21,10,0,1,0,-0.31212568283081055,-0.08231795579195023,0,9,1222.22216796875,596.5555419921875,2032.7144775390625,0,0,1,1,0,0,0,1,19.36,14.964
39466,0,TRUE,1,0,19,6,0,0,0,-0.15133191645145416,-0.21867729723453522,2,9,1450,669.111083984375,2377.768798828125,0,0,1,1,0,0,0,1,21.216,14.755
39478,0,TRUE,1,1,22,10,0,0,0,0.15249736607074738,-0.443833589553833,0,9,1450,823.4444580078125,2486.934326171875,0,0,1,0,1,0,0,1,22.534,2.82
39490,0,FALSE,3,0,23,10,0,1,0,0.590668797492981,0.35363149642944336,0,9,1450,1089,2858.0810546875,0,0,1,1,0,0,0,1,0,0
39502,0,FALSE,3,1,19,30,0,0,0,-0.3591732382774353,-0.9045712351799011,12,9,1450,492.5555419921875,2181.35986328125,0,0,1,1,0,0,0,1,0,0
39512,1,FALSE,3,0,19,10,0,0,0,0.25231990218162537,0.16850334405899048,0,9,1450,1096.22216796875,2781.982177734375,0,1,1,1,0,0,0,1,0,0
39530,1,FALSE,4,1,21,24,0,0,0,-0.12125171720981598,-1.3406260013580322,36,9,1450,1016.7777709960938,2732.236572265625,0,1,1,1,0,0,0,1,0,0
39548,1,FALSE,3,0,26,8,0,0,0,-0.09741824865341187,-0.003007924649864435,24,9,1450,510.77777099609375,2252.348876953125,0,0,1,0,0,1,0,1,0,0
39634,1,TRUE,1,0,20,0,0,0,0,1.5389206409454346,1.2662806510925293,0,9,1450,1600.6666259765625,3351.62548828125,0,1,1,0,1,0,0,1,27.939,19.645
39748,0,FALSE,3,0,22,0,1,0,1,0.41374972462654114,0.2287636250257492,6,9,1450,854.66668701171875,2555.87451171875,2,0,1,1,0,0,0,1,0,0
39942,1,TRUE,1,1,28,55,1,1,1,-0.6412396430969238,0.07294614613056183,36,9,1433.3333740234375,610.111083984375,2207.61328125,4,0,1,0,0,1,0,1,16.352,12.252
39990,1,TRUE,1,0,24,5,0,1,0,-0.2920782268047333,-0.3789181113243103,36,9,1433.3333740234375,420.6666564941406,2614.643310546875,0,0,1,1,0,0,0,1,19.748,13.923
40008,0,TRUE,1,1,20,10,0,1,0,0.738152027130127,-0.0800318792462349,7,9,1450,911,2668.005615234375,0,0,1,1,0,0,0,1,28.177,12.506
40034,0,TRUE,1,1,19,10,0,0,0,0.09252572059631348,-0.2469087541103363,12,9,1450,687.888916015625,2461.830078125,0,1,1,1,0,0,0,1,22.101,5.734
40062,1,TRUE,1,1,23,12,0,0,1,0.24164101481437683,-0.15206317603588104,24,9,1433.3333740234375,528.5555419921875,2249.67431640625,0,0,1,1,0,0,0,1,23.893,4.896
40076,0,FALSE,3,1,24,10,0,1,0,-0.34249764680862427,-1.5178951025009155,60,9,1450,561.33331298828125,2068.122314453125,0,0,1,1,0,0,0,1,0,0
40162,0,TRUE,1,0,21,6,0,0,0,0.14284534752368927,-0.07942254841327667,3,8,1450,811.111083984375,2502.530029296875,0,1,1,0,0,1,0,1,22.656,13.327
40164,1,FALSE,2,0,22,10,0,0,0,0.5695837736129761,-0.22326810657978058,6,8,1433.3333740234375,1276.5555419921875,2739.10009765625,0,0,1,0,1,0,0,1,0,0
40174,0,TRUE,1,1,28,2,1,1,1,0.071697331964969635,-1.2408432960510254,0,8,1450,740.22222900390625,2406.582275390625,1,0,1,0,0,1,0,1,22.052,1.916
40192,1,TRUE,1,0,23,12,0,1,0,0.2456163614988327,0.2479427009820938,0,8,1450,779.66668701171875,2411.781005859375,0,0,1,0,1,0,0,1,22.580000000000002,14.751
40316,1,TRUE,1,0,25,4,0,0,0,0.22923807799816132,0.4237763285636902,30,8,1450,808.66668701171875,2529.336669921875,0,1,1,0,1,0,0,1,21.184,16.178
40320,1,FALSE,2,0,25,5,1,0,1,-1.142095685005188,-1.1744028329849243,24,8,1433.3333740234375,1514.111083984375,3141.965576171875,3,0,1,0,0,1,0,1,0,0
40322,1,TRUE,1,0,24,2,0,0,0,0.14893953502178192,0.014594058506190777,24,8,1450,776.4444580078125,2423.015625,0,0,1,0,1,0,0,1,20.304,15.012
40328,1,TRUE,1,0,22,5,0,1,0,0.9487728476524353,0.09813746064901352,31,8,1450,1085.111083984375,2808.554443359375,0,0,1,0,1,0,0,1,26.623,15.088000000000001
40334,0,FALSE,2,1,23,20,0,0,0,0.2764666974544525,0.662002682685852,0,8,1433.3333740234375,1320.888916015625,3026.836669921875,0,0,1,1,0,0,0,1,0,0
40336,0,TRUE,1,0,25,6,0,1,0,-0.5590729117393494,-0.828826904296875,0,8,1433.3333740234375,484.8888854980469,1821.6888427734375,0,0,1,0,0,1,0,1,13.969,6.921
40346,0,TRUE,1,1,22,4.545454502105713,0,0,0,-0.37161943316459656,-1.4132386445999146,24,8,1433.3333740234375,624.4444580078125,2301.397705078125,0,0,1,1,0,0,0,1,17.748,2.602
40444,1,FALSE,5,0,34,4,1,1,1,0.66815185546875,0.6990551948547363,108,8,1522.22216796875,2225.22216796875,4579.09228515625,6,0,1,0,1,0,0,1,0,0
40456,0,TRUE,1,0,23,12,0,1,0,0.2679971158504486,0.15323302149772644,20,8,1433.3333740234375,599.33331298828125,2968.2412109375,0,1,1,0,0,1,0,1,24.967,18.21
40472,1,TRUE,1,0,25,4,0,0,0,0.4824496805667877,0.7050381302833557,12,8,1450,983.66668701171875,2799.739990234375,0,1,1,1,0,0,0,1,24.817,21.244
40490,1,TRUE,1,0,21,10,0,1,0,-0.09463610500097275,-0.12293222546577454,5,8,1450,452.1111145019531,2299.736572265625,0,0,1,0,1,0,0,1,20.201,15.268
41286,1,TRUE,1,0,23,10,0,1,0,-0.02529658004641533,-0.24038805067539215,12,6,1466.6666259765625,508.5555419921875,2232.054443359375,0,0,1,0,0,1,0,1,20.77,12.475
41318,1,FALSE,2,0,22,10,0,0,0,-1.2596043348312378,-0.013943321071565151,0,6,1466.6666259765625,746.4444580078125,2894.498779296875,0,0,1,1,0,0,0,1,0,0
41320,1,TRUE,1,1,22,10,0,1,0,-0.3190646469593048,-0.5338056087493896,36,6,1411.111083984375,433.3333435058594,2035.727783203125,0,0,1,1,0,0,0,1,18.64,1.303
41332,0,TRUE,1,1,22,6,0,1,0,-0.3921193480491638,-1.6269415616989136,36,6,1422.22216796875,507.6666564941406,2218.474365234375,0,0,1,1,0,0,0,1,18.697,1.434
41818,1,FALSE,2,0,23,0,0,0,0,-0.12134120613336563,-0.36633163690567017,0,6,1422.22216796875,194.77777099609375,1567.638916015625,0,1,1,0,0,1,0,1,0,0
42096,0,TRUE,1,1,23,8,0,1,0,-0.3662492334842682,-1.2711697816848755,0,5,1411.111083984375,405.8888854980469,1933.832275390625,0,0,1,0,1,0,0,1,18.051,0.123
42104,1,TRUE,1,1,21,0,0,0,0,-0.33475247025489807,-0.48672494292259216,0,5,1411.111083984375,481.5555419921875,2036.8734130859375,0,1,1,0,1,0,0,1,18.151,4.907
42108,1,TRUE,1,0,23,12,0,1,0,0.3354152739048004,0.4332936108112335,20,5,1411.111083984375,620.66668701171875,2180.9990234375,0,0,1,1,0,0,0,1,21.991,16.441
42140,0,FALSE,2,0,25,15,1,1,1,-0.07073494046926498,1.0102578401565552,36,5,1466.6666259765625,632.77777099609375,2099.151123046875,0,0,1,1,0,0,0,1,0,0
42146,0,FALSE,2,0,21,4,0,1,0,-0.04130923002958298,0.0428830049932003,0,5,1411.111083984375,1008.888916015625,2605.566650390625,0,0,1,1,0,0,0,1,0,0
42152,0,TRUE,1,0,25,20,0,1,0,0.17874915897846222,0.10926607996225357,48,5,1411.111083984375,624.4444580078125,2279.654541015625,0,0,1,1,0,0,0,1,21.998,15.047
42308,1,TRUE,1,0,23,12,0,0,1,-0.11561138927936554,-0.8573249578475952,0,5,1411.111083984375,512.4444580078125,2177.7734375,0,0,1,0,0,1,0,1,18.747,2.686
42592,1,TRUE,1,0,23,8,0,0,0,0.04201851412653923,-0.2093333601951599,36,4,1466.6666259765625,476.8888854980469,2166.0966796875,0,0,1,1,0,0,0,1,19.418,14.111
42618,1,TRUE,1,1,22,2,0,1,0,-0.957539439201355,-1.2092266082763672,0,4,1466.6666259765625,496.77777099609375,2499.166748046875,0,0,1,0,0,1,0,1,13.275,1.4140000000000001
42624,1,TRUE,1,0,23,10,0,0,0,0.32374703884124756,0.7044251561164856,24,4,1466.6666259765625,543,2116.958984375,0,0,1,0,1,0,0,1,20.849,16.741
42628,1,TRUE,1,0,22,10,0,1,0,-0.3795528709888458,-0.04188813641667366,24,4,1466.6666259765625,681.22222900390625,2669.81787109375,0,0,1,1,0,0,0,1,17.589,15.874
42632,0,TRUE,1,0,21,12,0,0,0,0.12251674383878708,-0.1996496170759201,0,4,1466.6666259765625,493.1111145019531,2136.52783203125,0,0,1,0,1,0,0,1,19.829,12.916
42634,0,TRUE,1,1,20,0,0,1,0,-1.0077968835830688,-0.8313920497894287,0,4,1466.6666259765625,440.6666564941406,2389.04443359375,0,1,1,0,0,1,0,1,12.737,10.051
42682,0,TRUE,1,1,22,16,0,0,1,0.38023218512535095,-1.7297440767288208,0,4,1466.6666259765625,613.77777099609375,2216.56787109375,0,0,1,0,1,0,0,1,21.538999999999998,0
43258,0,TRUE,1,0,22,8,0,1,0,-0.8111793994903564,-0.6539686918258667,12,3,1457.142822265625,483.8571472167969,2534.300048828125,0,0,1,1,0,0,0,1,12.516,12.952
43264,1,TRUE,1,0,22,12,0,1,0,-1.1921372413635254,-0.7362107634544373,0,3,1300,377.1428527832031,2183.431396484375,0,0,1,0,0,1,0,1,9.681,11.776
43270,1,FALSE,2,0,25,16,0,0,0,-0.986463725566864,-1.0629348754882812,60,3,1457.142822265625,1003.4285888671875,2600.718505859375,0,0,1,0,1,0,0,1,0,0
43278,1,FALSE,2,0,23,10,0,0,0,-0.3989112973213196,-0.10568638890981674,12,3,1457.142822265625,238,1896.4971923828125,0,0,1,0,0,1,0,1,0,0
43286,1,FALSE,2,0,20,5,0,0,0,-0.06607531756162643,-0.0786629319190979,0,3,1457.142822265625,544.71429443359375,2340.4599609375,0,0,1,1,0,0,0,1,0,0
43288,1,TRUE,1,1,21,6,0,1,0,-1.0929020643234253,-1.4649702310562134,18,3,1471.4285888671875,308.5714416503906,2306.108642578125,0,1,1,1,0,0,0,1,10.126,2.508
43500,0,FALSE,2,0,27,10,1,0,1,0.27930355072021484,1.2993494272232056,60,3,1457.142822265625,924.14288330078125,2696.022705078125,3,0,1,0,0,1,0,1,0,0
43524,0,TRUE,1,1,24,10,0,1,0,-0.9642803072929382,-0.959184467792511,30,3,1457.142822265625,405.4285583496094,2344.969970703125,0,0,1,1,0,0,0,1,10.251,3.569
43534,1,TRUE,1,0,23,10,0,1,0,-0.6394618153572083,-0.1852738857269287,0,3,1457.142822265625,436.1428527832031,2338.0986328125,0,0,1,0,0,1,0,1,11.666,14.454
43570,0,TRUE,1,0,18,12,0,1,0,-0.8791103959083557,-0.9386170506477356,7,3.5,1400,316.5,2426.42333984375,0,0,1,1,0,0,0,1,12.262,11.896
43926,1,TRUE,1,0,22,0,0,1,0,-0.6409057974815369,-0.6384706497192383,24,3,1500,680.5999755859375,2893.117919921875,0,0,1,1,0,0,0,1,11.454,12.542
44256,0,FALSE,2,1,21,0,0,0,0,-0.7687597274780273,-0.8029286861419678,0,2.5,1500,335.6666564941406,1863.913330078125,0,0,1,1,0,0,0,1,0,6.088
44266,1,TRUE,1,0,19,17,0,1,0,-1.1966077089309692,-0.7825882434844971,0,2.5,1500,266.6666564941406,2146.264892578125,0,0,1,1,0,0,0,1,8.661,10.631
44282,0,TRUE,1,0,20,12,0,0,0,-0.3178604543209076,-0.3018224835395813,0,2.5,1500,294.5,1900.8916015625,0,0,1,1,0,0,0,1,12.348,13.213
44408,1,TRUE,1,0,22,10,0,0,0,-0.33302879333496094,0.3779310882091522,40,2.5,1500,138.5,1643.1300048828125,0,0,1,1,0,0,0,1,11.786,17.3
44782,1,TRUE,1,0,23,0,0,1,0,-0.1317722350358963,0.033910565078258514,48,2,1500,621.79998779296875,2788.10986328125,0,0,1,1,0,0,0,1,11.943,15.912
44784,1,TRUE,1,0,31,0,0,1,0,-0.7438176274299622,-0.5403309464454651,6,2,1500,320,2499.68994140625,0,0,1,0,0,1,0,1,8.755,12.475
44794,0,TRUE,1,1,23,10,0,1,0,-1.0718767642974854,-1.8671106100082397,24,3,1500,191.3333282470703,2493.17333984375,0,0,1,1,0,0,0,1,8.057,0.539
44800,0,TRUE,1,0,25,12,0,1,0,-0.36135008931159973,-0.5427775979042053,5,2,1500,587.5999755859375,2742.2900390625,0,0,1,0,0,1,0,1,11.345,12.975
45238,1,FALSE,2,0,22,4,0,1,0,-0.04417213797569275,0.680168628692627,0,2,1500,123.19999694824219,1678.5460205078125,0,1,1,1,0,0,0,1,0,0
45254,0,TRUE,1,0,23,4,0,1,0,-1.1018978357315063,-1.1610110998153687,24,2,1500,164.60000610351562,1908.323974609375,0,0,1,0,0,1,0,1,7.467,9.589
45442,0,TRUE,1,0,22,0,0,1,0,-0.9931347966194153,-1.020809292793274,36,2.5,1500,270.25,2478.8701171875,0,0,1,1,0,0,0,1,7.527,10.459
