hotel_id,city,country,price,distance,stars,rating,accommodation_type,year,month,weekend
4958,Istanbul,Turkey,48,0.3,,3.2,Hotel,2017,11,0
4959,Istanbul,Turkey,56,0.3,4.0,4.0,Hotel,2017,11,0
4960,Istanbul,Turkey,39,0.4,3.0,5.0,Hotel,2017,11,0
4961,Istanbul,Turkey,48,0.4,3.0,3.7,Hotel,2017,11,0
4962,Istanbul,Turkey,43,0.3,4.0,2.9,Hotel,2017,11,0
4963,Istanbul,Turkey,62,0.4,4.0,4.0,Hotel,2017,11,0
4964,Istanbul,Turkey,76,0.5,,2.0,Hotel,2017,11,0
4965,Istanbul,Turkey,46,0.4,4.0,3.9,Hotel,2017,11,0
4966,Istanbul,Turkey,92,0.4,,4.0,Hotel,2017,11,0
4967,Istanbul,Turkey,76,0.5,4.5,4.1,Hotel,2017,11,0
4968,Istanbul,Turkey,28,0.4,3.0,2.7,Hotel,2017,11,0
4969,Istanbul,Turkey,91,0.4,3.0,3.9,Hotel,2017,11,0
4970,Istanbul,Turkey,67,0.5,4.0,3.7,Hotel,2017,11,0
4971,Istanbul,Turkey,84,0.4,,5.0,Hotel,2017,11,0
4972,Istanbul,Turkey,58,0.5,2.0,3.5,Hotel,2017,11,0
4973,Istanbul,Turkey,62,0.4,4.0,2.7,Hotel,2017,11,0
4974,Istanbul,Turkey,69,0.5,2.0,,Hotel,2017,11,0
4975,Istanbul,Turkey,64,0.5,,1.0,Hotel,2017,11,0
4976,Istanbul,Turkey,54,0.5,3.0,4.0,Hotel,2017,11,0
4977,Istanbul,Turkey,35,0.6,,1.7,Hotel,2017,11,0
4978,Istanbul,Turkey,57,0.3,4.0,3.7,Hotel,2017,11,0
4979,Istanbul,Turkey,49,0.3,4.0,3.2,Hotel,2017,11,0
4980,Istanbul,Turkey,55,0.6,,1.0,Hotel,2017,11,0
4981,Istanbul,Turkey,33,0.7,,3.2,Hotel,2017,11,0
4982,Istanbul,Turkey,56,0.6,,1.0,Hotel,2017,11,0
4983,Istanbul,Turkey,51,0.5,,3.5,Hotel,2017,11,0
4984,Istanbul,Turkey,39,0.5,,3.7,Hotel,2017,11,0
4985,Istanbul,Turkey,55,0.6,,2.0,Hotel,2017,11,0
4986,Istanbul,Turkey,56,0.5,,,Hotel,2017,11,0
4987,Istanbul,Turkey,39,0.5,,3.5,Hotel,2017,11,0
4988,Istanbul,Turkey,63,0.6,4.0,3.7,Hotel,2017,11,0
4989,Istanbul,Turkey,42,0.5,2.0,4.0,Hotel,2017,11,0
4990,Istanbul,Turkey,60,0.5,4.0,3.7,Hotel,2017,11,0
4991,Istanbul,Turkey,94,0.5,2.0,3.0,Hotel,2017,11,0
4992,Istanbul,Turkey,87,0.3,,4.0,Hotel,2017,11,0
4993,Istanbul,Turkey,204,0.5,,1.0,Bed and breakfast,2017,11,0
4994,Istanbul,Turkey,36,0.4,,3.2,Hotel,2017,11,0
4995,Istanbul,Turkey,46,0.4,3.0,3.9,Hotel,2017,11,0
4996,Istanbul,Turkey,69,0.6,3.0,4.0,Hotel,2017,11,0
4997,Istanbul,Turkey,50,0.6,3.0,,Hotel,2017,11,0
4998,Istanbul,Turkey,42,0.5,4.0,3.9,Hotel,2017,11,0
4999,Istanbul,Turkey,40,0.4,3.0,3.2,Hotel,2017,11,0
5000,Istanbul,Turkey,47,0.7,,2.7,Hotel,2017,11,0
5001,Istanbul,Turkey,26,0.7,,1.0,Apart-hotel,2017,11,0
5002,Istanbul,Turkey,33,0.6,,,Hotel,2017,11,0
5003,Istanbul,Turkey,75,0.6,3.0,3.0,Hotel,2017,11,0
5004,Istanbul,Turkey,59,0.6,,4.0,Hotel,2017,11,0
5005,Istanbul,Turkey,46,0.6,3.0,2.2,Hotel,2017,11,0
5006,Istanbul,Turkey,49,0.5,,3.4,Hotel,2017,11,0
5007,Istanbul,Turkey,55,0.5,4.0,3.0,Hotel,2017,11,0
5008,Istanbul,Turkey,93,0.6,4.0,4.0,Hotel,2017,11,0
5009,Istanbul,Turkey,150,0.5,,,Hotel,2017,11,0
5010,Istanbul,Turkey,72,0.5,,,Hotel,2017,11,0
5011,Istanbul,Turkey,58,0.5,,2.0,Hotel,2017,11,0
5012,Istanbul,Turkey,166,0.3,,,Hotel,2017,11,0
5013,Istanbul,Turkey,32,0.3,,3.5,Hotel,2017,11,0
5014,Istanbul,Turkey,76,0.6,4.0,3.2,Hotel,2017,11,0
5015,Istanbul,Turkey,62,0.5,4.0,3.5,Hotel,2017,11,0
5016,Istanbul,Turkey,112,0.5,4.0,3.9,Hotel,2017,11,0
5017,Istanbul,Turkey,44,0.5,,3.5,Hotel,2017,11,0
5018,Istanbul,Turkey,51,0.5,,5.0,Hotel,2017,11,0
5019,Istanbul,Turkey,53,0.6,,3.2,Hotel,2017,11,0
5020,Istanbul,Turkey,87,0.3,4.0,4.0,Hotel,2017,11,0
5021,Istanbul,Turkey,48,0.4,3.0,3.5,Hotel,2017,11,0
5022,Istanbul,Turkey,78,0.3,4.5,3.5,Hotel,2017,11,0
5023,Istanbul,Turkey,71,0.3,4.0,3.0,Hotel,2017,11,0
5024,Istanbul,Turkey,156,5.1,5.0,4.5,Hotel,2017,11,0
5025,Istanbul,Turkey,73,3.6,,2.0,Apart-hotel,2017,11,0
5026,Istanbul,Turkey,50,4.0,,3.5,Hotel,2017,11,0
5027,Istanbul,Turkey,92,3.9,,5.0,Hotel,2017,11,0
5028,Istanbul,Turkey,83,3.9,5.0,3.9,Hotel,2017,11,0
5029,Istanbul,Turkey,54,3.7,4.0,4.1,Hotel,2017,11,0
5030,Istanbul,Turkey,69,4.2,5.0,3.4,Hotel,2017,11,0
5032,Istanbul,Turkey,56,2.9,,3.4,Apartment,2017,11,0
5033,Istanbul,Turkey,64,2.9,,4.0,Hotel,2017,11,0
5034,Istanbul,Turkey,67,3.0,,4.0,Hotel,2017,11,0
5035,Istanbul,Turkey,257,2.8,5.0,4.9,Hotel,2017,11,0
5036,Istanbul,Turkey,146,2.8,4.0,4.4,Hotel,2017,11,0
5037,Istanbul,Turkey,121,3.0,,,Hotel,2017,11,0
5038,Istanbul,Turkey,106,3.0,5.0,4.1,Hotel,2017,11,0
5039,Istanbul,Turkey,107,2.9,4.0,4.5,Hotel,2017,11,0
5040,Istanbul,Turkey,876,3.0,4.5,4.5,Apart-hotel,2017,11,0
5042,Istanbul,Turkey,47,0.7,,4.5,Hotel,2017,11,0
5043,Istanbul,Turkey,109,0.8,4.0,4.6,Hotel,2017,11,0
5044,Istanbul,Turkey,59,0.8,3.0,3.7,Apartment,2017,11,0
5045,Istanbul,Turkey,37,0.8,,3.9,Hotel,2017,11,0
5046,Istanbul,Turkey,48,0.8,,3.2,Hotel,2017,11,0
5047,Istanbul,Turkey,79,0.7,4.0,4.5,Hotel,2017,11,0
5049,Istanbul,Turkey,34,0.7,,2.0,Hostel,2017,11,0
5050,Istanbul,Turkey,103,0.7,4.0,4.6,Hotel,2017,11,0
5051,Istanbul,Turkey,85,0.7,4.5,4.3,Hotel,2017,11,0
5052,Istanbul,Turkey,42,0.8,3.0,4.1,Hotel,2017,11,0
5053,Istanbul,Turkey,38,0.7,3.5,3.5,Hotel,2017,11,0
5054,Istanbul,Turkey,53,0.7,,4.5,Hotel,2017,11,0
5055,Istanbul,Turkey,31,0.7,,3.9,Hotel,2017,11,0
5056,Istanbul,Turkey,81,0.7,3.0,2.2,Apart-hotel,2017,11,0
5057,Istanbul,Turkey,91,0.8,,4.5,Hotel,2017,11,0
5058,Istanbul,Turkey,19,0.7,,3.2,Hotel,2017,11,0
5059,Istanbul,Turkey,55,0.8,,4.4,Hotel,2017,11,0
5060,Istanbul,Turkey,34,0.8,,4.0,Hotel,2017,11,0
5061,Istanbul,Turkey,43,0.7,,4.1,Hotel,2017,11,0
5062,Istanbul,Turkey,47,0.8,,4.5,Hotel,2017,11,0
5063,Istanbul,Turkey,61,0.6,,4.8,Hotel,2017,11,0
5064,Istanbul,Turkey,68,0.7,,4.5,Hotel,2017,11,0
5065,Istanbul,Turkey,40,0.8,,4.0,Hotel,2017,11,0
5066,Istanbul,Turkey,100,0.7,4.5,4.5,Hotel,2017,11,0
5067,Istanbul,Turkey,51,0.6,,3.9,Hotel,2017,11,0
5068,Istanbul,Turkey,55,0.7,3.5,3.5,Hotel,2017,11,0
5069,Istanbul,Turkey,78,0.9,4.0,4.1,Hotel,2017,11,0
5070,Istanbul,Turkey,65,0.7,4.0,4.3,Hotel,2017,11,0
5071,Istanbul,Turkey,52,0.8,3.5,4.3,Hotel,2017,11,0
5072,Istanbul,Turkey,56,0.7,4.0,4.1,Hotel,2017,11,0
5073,Istanbul,Turkey,33,0.4,,3.7,Hotel,2017,11,0
5074,Istanbul,Turkey,38,0.3,2.5,2.4,Hotel,2017,11,0
5075,Istanbul,Turkey,49,0.7,,3.7,Hotel,2017,11,0
5076,Istanbul,Turkey,33,0.7,4.0,3.9,Hotel,2017,11,0
5077,Istanbul,Turkey,78,0.7,,4.0,Hotel,2017,11,0
5078,Istanbul,Turkey,94,0.7,4.0,4.5,Hotel,2017,11,0
5079,Istanbul,Turkey,22,0.7,2.0,5.0,Hostel,2017,11,0
5080,Istanbul,Turkey,46,0.7,,4.0,Hotel,2017,11,0
5081,Istanbul,Turkey,38,0.7,4.0,3.2,Hotel,2017,11,0
5082,Istanbul,Turkey,34,0.7,3.0,3.9,Hotel,2017,11,0
5083,Istanbul,Turkey,120,0.7,4.5,4.6,Hotel,2017,11,0
5084,Istanbul,Turkey,47,0.7,,4.4,Hotel,2017,11,0
5085,Istanbul,Turkey,43,0.7,,3.4,Hotel,2017,11,0
5086,Istanbul,Turkey,39,0.7,,3.0,Hotel,2017,11,0
5087,Istanbul,Turkey,59,0.8,,,Hotel,2017,11,0
5089,Istanbul,Turkey,29,0.6,,3.5,Hotel,2017,11,0
5090,Istanbul,Turkey,81,0.7,,,Apart-hotel,2017,11,0
5091,Istanbul,Turkey,31,0.7,,3.2,Hotel,2017,11,0
5092,Istanbul,Turkey,27,0.7,3.0,1.8,Hotel,2017,11,0
5093,Istanbul,Turkey,40,0.7,3.5,3.9,Hotel,2017,11,0
5094,Istanbul,Turkey,55,0.8,,4.0,Hotel,2017,11,0
5095,Istanbul,Turkey,41,0.7,,3.7,Hotel,2017,11,0
5096,Istanbul,Turkey,114,0.6,,2.7,Hotel,2017,11,0
5097,Istanbul,Turkey,54,0.7,4.0,3.9,Hotel,2017,11,0
5098,Istanbul,Turkey,66,0.7,,4.9,Hotel,2017,11,0
5099,Istanbul,Turkey,47,0.7,,3.7,Hotel,2017,11,0
5100,Istanbul,Turkey,197,0.7,,3.9,Hotel,2017,11,0
5101,Istanbul,Turkey,61,0.8,,4.1,Hotel,2017,11,0
5102,Istanbul,Turkey,27,0.8,,3.7,Hotel,2017,11,0
5103,Istanbul,Turkey,33,0.7,3.5,4.0,Hotel,2017,11,0
5104,Istanbul,Turkey,27,0.5,3.0,3.5,Hotel,2017,11,0
5105,Istanbul,Turkey,208,0.8,,3.7,Hotel,2017,11,0
5106,Istanbul,Turkey,49,0.8,,2.2,Hotel,2017,11,0
5107,Istanbul,Turkey,32,0.7,,3.2,Hotel,2017,11,0
5108,Istanbul,Turkey,66,0.7,,5.0,Hotel,2017,11,0
5109,Istanbul,Turkey,46,0.7,3.0,4.5,Hotel,2017,11,0
5110,Istanbul,Turkey,48,0.7,3.0,4.0,Hotel,2017,11,0
5111,Istanbul,Turkey,38,0.8,,3.7,Hotel,2017,11,0
5112,Istanbul,Turkey,63,0.8,3.0,3.9,Hotel,2017,11,0
5113,Istanbul,Turkey,113,0.8,,,Hotel,2017,11,0
5114,Istanbul,Turkey,539,0.8,,2.2,Hotel,2017,11,0
5115,Istanbul,Turkey,66,0.5,,2.9,Hotel,2017,11,0
5116,Istanbul,Turkey,126,0.6,,4.8,Hotel,2017,11,0
5117,Istanbul,Turkey,67,0.8,4.0,4.4,Hotel,2017,11,0
5118,Istanbul,Turkey,127,0.8,3.5,4.3,Apartment,2017,11,0
5119,Istanbul,Turkey,30,0.6,,3.7,Hotel,2017,11,0
5120,Istanbul,Turkey,38,0.7,4.0,3.0,Hotel,2017,11,0
5121,Istanbul,Turkey,34,0.7,,3.7,Hotel,2017,11,0
5122,Istanbul,Turkey,92,0.7,,4.5,Hotel,2017,11,0
5123,Istanbul,Turkey,47,0.7,3.5,3.2,Hotel,2017,11,0
5124,Istanbul,Turkey,97,0.8,4.5,4.8,Hotel,2017,11,0
5125,Istanbul,Turkey,22,0.5,,2.2,Hotel,2017,11,0
5126,Istanbul,Turkey,38,0.8,,4.0,Hotel,2017,11,0
5127,Istanbul,Turkey,52,0.8,,4.6,Hotel,2017,11,0
5128,Istanbul,Turkey,58,0.8,,4.5,Hotel,2017,11,0
5129,Istanbul,Turkey,61,0.7,4.0,4.4,Hotel,2017,11,0
5130,Istanbul,Turkey,69,0.8,4.0,4.3,Hotel,2017,11,0
5131,Istanbul,Turkey,51,0.8,3.0,4.5,Hotel,2017,11,0
5132,Istanbul,Turkey,51,0.8,,4.5,Hotel,2017,11,0
5133,Istanbul,Turkey,31,0.8,,4.8,Hostel,2017,11,0
5134,Istanbul,Turkey,41,0.7,,4.1,Hotel,2017,11,0
5135,Istanbul,Turkey,30,4.0,,3.9,Hotel,2017,11,0
5136,Istanbul,Turkey,23,4.0,,1.1,Hotel,2017,11,0
5137,Istanbul,Turkey,28,4.0,,1.7,Hotel,2017,11,0
5138,Istanbul,Turkey,32,4.1,,2.9,Hotel,2017,11,0
5139,Istanbul,Turkey,60,4.1,5.0,2.0,Hotel,2017,11,0
5140,Istanbul,Turkey,33,4.0,,,Apart-hotel,2017,11,0
5141,Istanbul,Turkey,37,4.0,,1.7,Apart-hotel,2017,11,0
5142,Istanbul,Turkey,37,4.0,,,Hotel,2017,11,0
5143,Istanbul,Turkey,58,4.0,,,Guest House,2017,11,0
5144,Istanbul,Turkey,27,4.0,,,Hotel,2017,11,0
5145,Istanbul,Turkey,41,4.1,,1.0,Hotel,2017,11,0
5146,Istanbul,Turkey,75,3.9,,4.0,Hotel,2017,11,0
5147,Istanbul,Turkey,32,4.0,,4.0,Hotel,2017,11,0
5148,Istanbul,Turkey,35,4.0,,4.1,Hotel,2017,11,0
5149,Istanbul,Turkey,32,4.0,,1.7,Apartment,2017,11,0
5150,Istanbul,Turkey,118,4.0,,4.6,Apart-hotel,2017,11,0
5151,Istanbul,Turkey,47,4.3,,3.0,Hotel,2017,11,0
5152,Istanbul,Turkey,41,4.1,,,Guest House,2017,11,0
5153,Istanbul,Turkey,78,4.3,,3.5,Hotel,2017,11,0
5154,Istanbul,Turkey,45,4.4,,1.0,Apart-hotel,2017,11,0
5155,Istanbul,Turkey,129,4.0,4.5,4.4,Hotel,2017,11,0
5156,Istanbul,Turkey,39,4.0,,1.0,Hotel,2017,11,0
5157,Istanbul,Turkey,69,3.3,,4.5,Apartment,2017,11,0
5158,Istanbul,Turkey,44,3.0,,3.2,Hotel,2017,11,0
5159,Istanbul,Turkey,61,2.8,,4.3,Hotel,2017,11,0
5160,Istanbul,Turkey,51,2.9,3.0,3.5,Apart-hotel,2017,11,0
5161,Istanbul,Turkey,63,3.1,,4.3,Hotel,2017,11,0
5162,Istanbul,Turkey,55,3.1,3.5,3.4,Hotel,2017,11,0
5163,Istanbul,Turkey,48,3.2,,,Hotel,2017,11,0
5164,Istanbul,Turkey,57,3.2,,3.0,Hotel,2017,11,0
5165,Istanbul,Turkey,57,3.2,,,Hotel,2017,11,0
5166,Istanbul,Turkey,92,3.0,,4.5,Hotel,2017,11,0
5167,Istanbul,Turkey,30,3.2,3.0,3.5,Hotel,2017,11,0
5168,Istanbul,Turkey,53,3.1,,,Hotel,2017,11,0
5169,Istanbul,Turkey,91,3.1,,5.0,Hotel,2017,11,0
5170,Istanbul,Turkey,67,2.9,3.5,3.4,Hotel,2017,11,0
5171,Istanbul,Turkey,58,3.2,,3.4,Apartment,2017,11,0
5172,Istanbul,Turkey,33,3.2,,1.2,Hotel,2017,11,0
5173,Istanbul,Turkey,47,3.3,,3.9,Hotel,2017,11,0
5174,Istanbul,Turkey,34,1.3,2.5,3.0,Hotel,2017,11,0
5175,Istanbul,Turkey,24,1.3,3.0,2.4,Hotel,2017,11,0
5176,Istanbul,Turkey,52,1.4,4.0,4.1,Hotel,2017,11,0
5177,Istanbul,Turkey,53,1.3,,3.7,Hotel,2017,11,0
5178,Istanbul,Turkey,49,1.3,3.0,4.3,Hotel,2017,11,0
5180,Istanbul,Turkey,116,1.2,4.0,4.3,Hotel,2017,11,0
5181,Istanbul,Turkey,38,1.4,,2.2,Hotel,2017,11,0
5182,Istanbul,Turkey,58,1.5,,4.0,Hotel,2017,11,0
5183,Istanbul,Turkey,57,1.3,4.5,4.0,Hotel,2017,11,0
5184,Istanbul,Turkey,121,1.3,,5.0,Apart-hotel,2017,11,0
5185,Istanbul,Turkey,40,1.3,3.0,,Hotel,2017,11,0
5186,Istanbul,Turkey,40,1.3,3.0,3.5,Hotel,2017,11,0
5187,Istanbul,Turkey,40,1.3,,,Hotel,2017,11,0
5188,Istanbul,Turkey,42,1.2,,4.1,Hotel,2017,11,0
5189,Istanbul,Turkey,52,1.5,,,Apart-hotel,2017,11,0
5190,Istanbul,Turkey,39,1.3,3.0,3.7,Hotel,2017,11,0
5191,Istanbul,Turkey,63,1.6,,5.0,Hotel,2017,11,0
5192,Istanbul,Turkey,45,1.6,,4.1,Hotel,2017,11,0
5194,Istanbul,Turkey,120,1.2,5.0,4.3,Hotel,2017,11,0
5195,Istanbul,Turkey,195,1.3,,4.3,Hotel,2017,11,0
5196,Istanbul,Turkey,55,1.2,,5.0,Apart-hotel,2017,11,0
5197,Istanbul,Turkey,73,1.2,4.0,4.3,Hotel,2017,11,0
5198,Istanbul,Turkey,44,1.6,,4.3,Hotel,2017,11,0
5199,Istanbul,Turkey,44,1.3,,2.5,Hotel,2017,11,0
5200,Istanbul,Turkey,90,1.5,,3.5,Apart-hotel,2017,11,0
5201,Istanbul,Turkey,77,1.3,4.0,4.4,Hotel,2017,11,0
5202,Istanbul,Turkey,44,1.3,,4.3,Hotel,2017,11,0
5203,Istanbul,Turkey,59,1.6,,4.0,Hotel,2017,11,0
5204,Istanbul,Turkey,23,1.6,,4.5,Hostel,2017,11,0
5205,Istanbul,Turkey,127,1.5,5.0,4.5,Hotel,2017,11,0
5206,Istanbul,Turkey,57,1.3,4.0,3.9,Hotel,2017,11,0
5207,Istanbul,Turkey,75,1.3,3.5,3.0,Hotel,2017,11,0
5208,Istanbul,Turkey,169,1.3,5.0,4.6,Hotel,2017,11,0
5209,Istanbul,Turkey,56,1.2,4.0,3.7,Hotel,2017,11,0
5210,Istanbul,Turkey,100,1.3,4.0,3.9,Hotel,2017,11,0
5211,Istanbul,Turkey,49,1.2,4.0,3.2,Hotel,2017,11,0
5212,Istanbul,Turkey,49,1.3,,3.7,Hotel,2017,11,0
5213,Istanbul,Turkey,58,1.2,4.0,3.7,Hotel,2017,11,0
5214,Istanbul,Turkey,58,1.3,4.0,3.7,Hotel,2017,11,0
5215,Istanbul,Turkey,64,1.4,,4.3,Hotel,2017,11,0
5216,Istanbul,Turkey,58,1.5,4.0,4.0,Hotel,2017,11,0
5217,Istanbul,Turkey,55,1.2,4.0,3.2,Hotel,2017,11,0
5218,Istanbul,Turkey,63,1.5,,4.1,Hotel,2017,11,0
5219,Istanbul,Turkey,48,1.6,,3.9,Hotel,2017,11,0
5220,Istanbul,Turkey,46,1.6,,3.9,Hotel,2017,11,0
5221,Istanbul,Turkey,70,1.3,,3.9,Hotel,2017,11,0
5222,Istanbul,Turkey,85,0.6,,4.0,Hotel,2017,11,0
5223,Istanbul,Turkey,88,0.8,,4.8,Hotel,2017,11,0
5224,Istanbul,Turkey,49,0.6,,3.7,Hotel,2017,11,0
5225,Istanbul,Turkey,66,0.6,,5.0,Hotel,2017,11,0
5226,Istanbul,Turkey,63,0.5,,4.3,Hotel,2017,11,0
5227,Istanbul,Turkey,87,0.6,,4.5,Hotel,2017,11,0
5228,Istanbul,Turkey,92,0.6,5.0,3.5,Hotel,2017,11,0
5229,Istanbul,Turkey,25,0.7,,2.2,Hotel,2017,11,0
5230,Istanbul,Turkey,30,0.7,,2.2,Hotel,2017,11,0
5231,Istanbul,Turkey,30,0.8,,3.5,Hotel,2017,11,0
5232,Istanbul,Turkey,56,0.8,4.0,3.7,Hotel,2017,11,0
5233,Istanbul,Turkey,49,0.7,,2.5,Hotel,2017,11,0
5234,Istanbul,Turkey,57,0.7,,4.3,Hotel,2017,11,0
5235,Istanbul,Turkey,59,0.8,,3.9,Hotel,2017,11,0
5236,Istanbul,Turkey,74,0.8,,3.5,Hotel,2017,11,0
5237,Istanbul,Turkey,33,0.7,3.5,2.7,Hotel,2017,11,0
5238,Istanbul,Turkey,38,0.8,,3.2,Hotel,2017,11,0
5239,Istanbul,Turkey,85,0.7,,4.6,Hotel,2017,11,0
5240,Istanbul,Turkey,41,0.8,,3.9,Hotel,2017,11,0
5241,Istanbul,Turkey,54,0.7,,4.0,Hotel,2017,11,0
5242,Istanbul,Turkey,65,0.8,3.0,3.2,Hotel,2017,11,0
5243,Istanbul,Turkey,39,0.1,,1.0,Hotel,2017,11,0
5244,Istanbul,Turkey,35,0.2,,4.0,Hotel,2017,11,0
5245,Istanbul,Turkey,56,0.8,4.0,4.4,Hotel,2017,11,0
5246,Istanbul,Turkey,38,0.7,,4.3,Hotel,2017,11,0
5247,Istanbul,Turkey,45,0.8,4.0,3.4,Hotel,2017,11,0
5248,Istanbul,Turkey,47,0.8,,2.5,Hotel,2017,11,0
5249,Istanbul,Turkey,35,0.7,3.0,3.5,Hotel,2017,11,0
5250,Istanbul,Turkey,34,0.8,2.0,3.5,Hotel,2017,11,0
5251,Istanbul,Turkey,41,0.7,,3.0,Hotel,2017,11,0
5252,Istanbul,Turkey,23,0.8,,4.0,Hotel,2017,11,0
5253,Istanbul,Turkey,51,0.7,3.0,4.3,Hotel,2017,11,0
5254,Istanbul,Turkey,76,0.8,,3.5,Hotel,2017,11,0
5255,Istanbul,Turkey,63,0.7,3.5,4.9,Hotel,2017,11,0
5256,Istanbul,Turkey,75,0.7,,4.4,Hotel,2017,11,0
5257,Istanbul,Turkey,60,0.7,,4.0,Hotel,2017,11,0
5258,Istanbul,Turkey,37,0.8,3.5,4.0,Hotel,2017,11,0
5259,Istanbul,Turkey,59,3.3,,,Apartment,2017,11,0
5260,Istanbul,Turkey,156,3.6,5.0,4.1,Hotel,2017,11,0
5261,Istanbul,Turkey,36,3.4,3.0,3.7,Hotel,2017,11,0
5262,Istanbul,Turkey,71,3.2,,4.3,Hotel,2017,11,0
5263,Istanbul,Turkey,100,3.3,,4.0,Hotel,2017,11,0
5264,Istanbul,Turkey,32,3.4,3.5,4.0,Hotel,2017,11,0
5265,Istanbul,Turkey,59,3.5,,3.9,Hotel,2017,11,0
5266,Istanbul,Turkey,47,3.6,,3.2,Hotel,2017,11,0
5267,Istanbul,Turkey,50,3.8,4.0,4.3,Apart-hotel,2017,11,0
5268,Istanbul,Turkey,51,3.4,,4.5,Hotel,2017,11,0
5269,Istanbul,Turkey,48,3.4,,3.7,Hotel,2017,11,0
5270,Istanbul,Turkey,122,3.7,5.0,4.3,Hotel,2017,11,0
5271,Istanbul,Turkey,58,3.6,,4.5,Hotel,2017,11,0
5272,Istanbul,Turkey,30,2.8,,5.0,Hotel,2017,11,0
5273,Istanbul,Turkey,47,2.8,,3.5,Hotel,2017,11,0
5274,Istanbul,Turkey,74,2.8,,4.3,Hotel,2017,11,0
5275,Istanbul,Turkey,40,2.4,,1.0,Hotel,2017,11,0
5276,Istanbul,Turkey,39,2.6,,,Hotel,2017,11,0
5277,Istanbul,Turkey,47,2.8,,4.0,Hotel,2017,11,0
5278,Istanbul,Turkey,55,2.8,,,Apartment,2017,11,0
5279,Istanbul,Turkey,72,4.2,4.0,3.7,Hotel,2017,11,0
5280,Istanbul,Turkey,103,4.9,,4.3,Hotel,2017,11,0
5281,Istanbul,Turkey,199,4.1,5.0,3.9,Hotel,2017,11,0
5282,Istanbul,Turkey,150,5.1,5.0,4.6,Hotel,2017,11,0
5283,Istanbul,Turkey,73,4.3,5.0,4.1,Hotel,2017,11,0
5284,Istanbul,Turkey,58,2.5,2.5,,Apartment,2017,11,0
5285,Istanbul,Turkey,66,2.5,,1.0,Apartment,2017,11,0
5286,Istanbul,Turkey,49,2.7,3.0,4.5,Apart-hotel,2017,11,0
5287,Istanbul,Turkey,32,2.7,,2.4,Hotel,2017,11,0
5288,Istanbul,Turkey,58,3.6,,,Apart-hotel,2017,11,0
5289,Istanbul,Turkey,50,2.5,,3.0,Hotel,2017,11,0
5290,Istanbul,Turkey,67,2.7,5.0,3.0,Hotel,2017,11,0
5291,Istanbul,Turkey,49,2.7,,,Hotel,2017,11,0
5292,Istanbul,Turkey,139,2.6,,1.0,Apart-hotel,2017,11,0
5293,Istanbul,Turkey,49,2.7,,4.5,Hotel,2017,11,0
5294,Istanbul,Turkey,51,2.8,,4.0,Hotel,2017,11,0
5295,Istanbul,Turkey,47,2.6,,4.0,Apartment,2017,11,0
5296,Istanbul,Turkey,73,2.8,,5.0,Apart-hotel,2017,11,0
5297,Istanbul,Turkey,52,2.6,,5.0,Hotel,2017,11,0
5298,Istanbul,Turkey,95,5.2,4.0,4.1,Hotel,2017,11,0
5299,Istanbul,Turkey,57,4.7,,3.9,Hotel,2017,11,0
5300,Istanbul,Turkey,52,4.5,4.0,4.1,Hotel,2017,11,0
5301,Istanbul,Turkey,52,4.0,,4.4,Hotel,2017,11,0
5302,Istanbul,Turkey,51,4.4,,4.0,Hotel,2017,11,0
5303,Istanbul,Turkey,40,4.4,,4.0,Hotel,2017,11,0
5304,Istanbul,Turkey,104,2.7,,4.3,Hotel,2017,11,0
5305,Istanbul,Turkey,103,3.4,5.0,4.0,Hotel,2017,11,0
5306,Istanbul,Turkey,99,2.9,5.0,4.1,Hotel,2017,11,0
5307,Istanbul,Turkey,60,3.5,,4.5,Hotel,2017,11,0
5308,Istanbul,Turkey,220,3.6,,,Apartment,2017,11,0
5309,Istanbul,Turkey,32,2.8,,2.7,Hotel,2017,11,0
5310,Istanbul,Turkey,71,2.7,,3.5,Hotel,2017,11,0
5311,Istanbul,Turkey,81,3.3,,3.7,Apartment,2017,11,0
5312,Istanbul,Turkey,52,2.8,,1.0,Vacation home Condo,2017,11,0
5313,Istanbul,Turkey,116,3.1,5.0,4.3,Hotel,2017,11,0
5314,Istanbul,Turkey,45,3.4,,3.0,Hotel,2017,11,0
5315,Istanbul,Turkey,71,3.6,5.0,3.9,Hotel,2017,11,0
5316,Istanbul,Turkey,63,3.1,4.0,3.0,Hotel,2017,11,0
5318,Istanbul,Turkey,49,4.1,,2.2,Hotel,2017,11,0
5319,Istanbul,Turkey,48,2.8,3.5,3.7,Apartment,2017,11,0
5320,Istanbul,Turkey,35,4.2,,4.0,Hotel,2017,11,0
5321,Istanbul,Turkey,65,3.9,,4.0,Hotel,2017,11,0
5322,Istanbul,Turkey,61,3.5,,4.0,Hotel,2017,11,0
5323,Istanbul,Turkey,49,3.3,,3.0,Hotel,2017,11,0
5324,Istanbul,Turkey,66,3.9,,3.2,Hotel,2017,11,0
5325,Istanbul,Turkey,38,3.5,3.0,3.0,Hotel,2017,11,0
5326,Istanbul,Turkey,74,3.4,3.0,2.7,Hotel,2017,11,0
5327,Istanbul,Turkey,69,3.4,,,Hotel,2017,11,0
5328,Istanbul,Turkey,93,3.2,,4.5,Hotel,2017,11,0
5329,Istanbul,Turkey,63,3.5,3.0,4.0,Hotel,2017,11,0
5330,Istanbul,Turkey,73,3.9,4.0,3.5,Hotel,2017,11,0
